id,url,name,source,deployment,campaign,latitude,longitude,depth,time,flagged,boxes
14,https://gbe-uauckland.s3.ap-southeast-2.amazonaws.com/drop_camera/202103_Noises/202103_Noises_1/images/GOPR1903.JPG,GOPR1903.JPG,UoA Sea Urchin,202103_Noises_1,202103_Noises,-36.692724,174.973842,5.7,25/03/2021 12:53,False,[]
15,https://gbe-uauckland.s3.ap-southeast-2.amazonaws.com/drop_camera/202103_Noises/202103_Noises_1/images/GOPR1904.JPG,GOPR1904.JPG,UoA Sea Urchin,202103_Noises_1,202103_Noises,-36.692642,174.973806,7.6,25/03/2021 12:54,False,[]
16,https://gbe-uauckland.s3.ap-southeast-2.amazonaws.com/drop_camera/202103_Noises/202103_Noises_1/images/GOPR1908.JPG,GOPR1908.JPG,UoA Sea Urchin,202103_Noises_1,202103_Noises,-36.692377,174.973916,9.1,25/03/2021 12:58,False,[]
17,https://gbe-uauckland.s3.ap-southeast-2.amazonaws.com/drop_camera/202103_Noises/202103_Noises_1/images/GOPR1910.JPG,GOPR1910.JPG,UoA Sea Urchin,202103_Noises_1,202103_Noises,-36.692158,174.974184,12.8,25/03/2021 12:59,False,[]
18,https://gbe-uauckland.s3.ap-southeast-2.amazonaws.com/drop_camera/202103_Noises/202103_Noises_1/images/GOPR1916.JPG,GOPR1916.JPG,UoA Sea Urchin,202103_Noises_1,202103_Noises,-36.692852,174.973508,5.1,25/03/2021 13:08,False,[]
19,https://gbe-uauckland.s3.ap-southeast-2.amazonaws.com/drop_camera/202103_Noises/202103_Noises_1/images/GOPR1921.JPG,GOPR1921.JPG,UoA Sea Urchin,202103_Noises_1,202103_Noises,-36.692576,174.973741,9.1,25/03/2021 13:14,False,[]
20,https://gbe-uauckland.s3.ap-southeast-2.amazonaws.com/drop_camera/202103_Noises/202103_Noises_1/images/GOPR1927.JPG,GOPR1927.JPG,UoA Sea Urchin,202103_Noises_1,202103_Noises,-36.69263,174.973552,8,25/03/2021 13:19,False,[]
21,https://gbe-uauckland.s3.ap-southeast-2.amazonaws.com/drop_camera/202103_Noises/202103_Noises_1/images/GOPR1918.JPG,GOPR1918.JPG,UoA Sea Urchin,202103_Noises_1,202103_Noises,-36.692724,174.973613,6.6,25/03/2021 13:10,False,[]
22,https://gbe-uauckland.s3.ap-southeast-2.amazonaws.com/drop_camera/202103_Noises/202103_Noises_1/images/GOPR1922.JPG,GOPR1922.JPG,UoA Sea Urchin,202103_Noises_1,202103_Noises,-36.692508,174.973701,8.4,25/03/2021 13:14,False,[]
23,https://gbe-uauckland.s3.ap-southeast-2.amazonaws.com/drop_camera/202103_Noises/202103_Noises_1/images/GOPR1923.JPG,GOPR1923.JPG,UoA Sea Urchin,202103_Noises_1,202103_Noises,-36.692492,174.973677,7.2,25/03/2021 13:15,False,[]
24,https://gbe-uauckland.s3.ap-southeast-2.amazonaws.com/drop_camera/202103_Noises/202103_Noises_1/images/GOPR1925.JPG,GOPR1925.JPG,UoA Sea Urchin,202103_Noises_1,202103_Noises,-36.692782,174.973557,5.3,25/03/2021 13:18,False,[]
25,https://gbe-uauckland.s3.ap-southeast-2.amazonaws.com/drop_camera/202210_Nordic/202210_Nordic_1/images/GOPR4246.JPG,GOPR4246.JPG,UoA Sea Urchin,202210_Nordic_1,202210_Nordic,-36.293692,174.810269,9,19/10/2022 13:18,False,[]
26,https://gbe-uauckland.s3.ap-southeast-2.amazonaws.com/drop_camera/202210_Nordic/202210_Nordic_1/images/GOPR4250.JPG,GOPR4250.JPG,UoA Sea Urchin,202210_Nordic_1,202210_Nordic,-36.293505,174.810148,6.7,19/10/2022 13:20,False,[]
27,https://gbe-uauckland.s3.ap-southeast-2.amazonaws.com/drop_camera/202210_Nordic/202210_Nordic_1/images/GOPR4247.JPG,GOPR4247.JPG,UoA Sea Urchin,202210_Nordic_1,202210_Nordic,-36.293615,174.810344,8.6,19/10/2022 13:18,False,[]
28,https://gbe-uauckland.s3.ap-southeast-2.amazonaws.com/drop_camera/202210_Nordic/202210_Nordic_1/images/GOPR4248.JPG,GOPR4248.JPG,UoA Sea Urchin,202210_Nordic_1,202210_Nordic,-36.293578,174.810287,9.1,19/10/2022 13:19,False,[]
29,https://gbe-uauckland.s3.ap-southeast-2.amazonaws.com/drop_camera/202210_Nordic/202210_Nordic_1/images/GOPR4255.JPG,GOPR4255.JPG,UoA Sea Urchin,202210_Nordic_1,202210_Nordic,-36.293415,174.810009,6.2,19/10/2022 13:21,False,[]
30,https://gbe-uauckland.s3.ap-southeast-2.amazonaws.com/drop_camera/202210_Nordic/202210_Nordic_1/images/GOPR4257.JPG,GOPR4257.JPG,UoA Sea Urchin,202210_Nordic_1,202210_Nordic,-36.293338,174.809754,4.3,19/10/2022 13:23,False,[]
31,https://gbe-uauckland.s3.ap-southeast-2.amazonaws.com/drop_camera/202103_Noises/202103_Noises_1/images/GOPR1928.JPG,GOPR1928.JPG,UoA Sea Urchin,202103_Noises_1,202103_Noises,-36.69251,174.973532,7.8,25/03/2021 13:20,False,[]
32,https://gbe-uauckland.s3.ap-southeast-2.amazonaws.com/drop_camera/202103_Noises/202103_Noises_1/images/GOPR1926.JPG,GOPR1926.JPG,UoA Sea Urchin,202103_Noises_1,202103_Noises,-36.692721,174.973559,5.3,25/03/2021 13:18,False,[]
33,https://gbe-uauckland.s3.ap-southeast-2.amazonaws.com/drop_camera/202103_Noises/202103_Noises_1/images/GOPR1929.JPG,GOPR1929.JPG,UoA Sea Urchin,202103_Noises_1,202103_Noises,-36.692361,174.973599,6.6,25/03/2021 13:21,False,[]
34,https://gbe-uauckland.s3.ap-southeast-2.amazonaws.com/drop_camera/202103_Noises/202103_Noises_1/images/GOPR1930.JPG,GOPR1930.JPG,UoA Sea Urchin,202103_Noises_1,202103_Noises,-36.692313,174.973559,10,25/03/2021 13:22,False,[]
35,https://gbe-uauckland.s3.ap-southeast-2.amazonaws.com/drop_camera/202103_Noises/202103_Noises_1/images/GOPR1940.JPG,GOPR1940.JPG,UoA Sea Urchin,202103_Noises_1,202103_Noises,-36.692757,174.973174,4.8,25/03/2021 13:30,False,[]
36,https://gbe-uauckland.s3.ap-southeast-2.amazonaws.com/drop_camera/202103_Noises/202103_Noises_1/images/GOPR1942.JPG,GOPR1942.JPG,UoA Sea Urchin,202103_Noises_1,202103_Noises,-36.692669,174.973222,4.7,25/03/2021 13:32,False,[]
37,https://gbe-uauckland.s3.ap-southeast-2.amazonaws.com/drop_camera/202103_Noises/202103_Noises_1/images/GOPR1957.JPG,GOPR1957.JPG,UoA Sea Urchin,202103_Noises_1,202103_Noises,-36.692141,174.973219,7.6,25/03/2021 14:01,False,[]
38,https://gbe-uauckland.s3.ap-southeast-2.amazonaws.com/drop_camera/202103_Noises/202103_Noises_1/images/GOPR1932.JPG,GOPR1932.JPG,UoA Sea Urchin,202103_Noises_1,202103_Noises,-36.692083,174.973696,11.3,25/03/2021 13:23,False,[]
39,https://gbe-uauckland.s3.ap-southeast-2.amazonaws.com/drop_camera/202103_Noises/202103_Noises_1/images/GOPR1933.JPG,GOPR1933.JPG,UoA Sea Urchin,202103_Noises_1,202103_Noises,-36.691956,174.973795,9.9,25/03/2021 13:24,False,[]
40,https://gbe-uauckland.s3.ap-southeast-2.amazonaws.com/drop_camera/202103_Noises/202103_Noises_1/images/GOPR1937.JPG,GOPR1937.JPG,UoA Sea Urchin,202103_Noises_1,202103_Noises,-36.692912,174.973167,4.8,25/03/2021 13:29,False,[]
41,https://gbe-uauckland.s3.ap-southeast-2.amazonaws.com/drop_camera/202103_Noises/202103_Noises_1/images/GOPR1955.JPG,GOPR1955.JPG,UoA Sea Urchin,202103_Noises_1,202103_Noises,-36.692396,174.973083,6.1,25/03/2021 13:59,False,[]
42,https://gbe-uauckland.s3.ap-southeast-2.amazonaws.com/drop_camera/202103_Noises/202103_Noises_1/images/GOPR1954.JPG,GOPR1954.JPG,UoA Sea Urchin,202103_Noises_1,202103_Noises,-36.692511,174.972992,5.8,25/03/2021 13:58,False,[]
43,https://gbe-uauckland.s3.ap-southeast-2.amazonaws.com/drop_camera/202103_Noises/202103_Noises_3/images/GOPR1983.JPG,GOPR1983.JPG,UoA Sea Urchin,202103_Noises_3,202103_Noises,-36.693571,174.973725,1.2,25/03/2021 14:33,False,[]
44,https://gbe-uauckland.s3.ap-southeast-2.amazonaws.com/drop_camera/202103_Noises/202103_Noises_1/images/GOPR1947.JPG,GOPR1947.JPG,UoA Sea Urchin,202103_Noises_1,202103_Noises,-36.692235,174.973364,9.1,25/03/2021 13:36,False,[]
45,https://gbe-uauckland.s3.ap-southeast-2.amazonaws.com/drop_camera/202103_Noises/202103_Noises_1/images/GOPR1931.JPG,GOPR1931.JPG,UoA Sea Urchin,202103_Noises_1,202103_Noises,-36.692223,174.973612,9.3,25/03/2021 13:22,False,[]
46,https://gbe-uauckland.s3.ap-southeast-2.amazonaws.com/drop_camera/202103_Noises/202103_Noises_1/images/GOPR1934.JPG,GOPR1934.JPG,UoA Sea Urchin,202103_Noises_1,202103_Noises,-36.69178,174.973926,11.9,25/03/2021 13:25,False,[]
47,https://gbe-uauckland.s3.ap-southeast-2.amazonaws.com/drop_camera/202103_Noises/202103_Noises_1/images/GOPR1935.JPG,GOPR1935.JPG,UoA Sea Urchin,202103_Noises_1,202103_Noises,-36.691653,174.97402,15.9,25/03/2021 13:26,False,[]
48,https://gbe-uauckland.s3.ap-southeast-2.amazonaws.com/drop_camera/202103_Noises/202103_Noises_1/images/GOPR1936.JPG,GOPR1936.JPG,UoA Sea Urchin,202103_Noises_1,202103_Noises,-36.692913,174.973175,2.1,25/03/2021 13:29,False,[]
49,https://gbe-uauckland.s3.ap-southeast-2.amazonaws.com/drop_camera/202103_Noises/202103_Noises_1/images/GOPR1938.JPG,GOPR1938.JPG,UoA Sea Urchin,202103_Noises_1,202103_Noises,-36.692788,174.973184,5.8,25/03/2021 13:30,False,[]
50,https://gbe-uauckland.s3.ap-southeast-2.amazonaws.com/drop_camera/202103_Noises/202103_Noises_1/images/GOPR1939.JPG,GOPR1939.JPG,UoA Sea Urchin,202103_Noises_1,202103_Noises,-36.692796,174.973174,5.2,25/03/2021 13:30,False,[]
51,https://gbe-uauckland.s3.ap-southeast-2.amazonaws.com/drop_camera/202103_Noises/202103_Noises_1/images/GOPR1944.JPG,GOPR1944.JPG,UoA Sea Urchin,202103_Noises_1,202103_Noises,-36.692429,174.973351,8.2,25/03/2021 13:33,False,[]
52,https://gbe-uauckland.s3.ap-southeast-2.amazonaws.com/drop_camera/202103_Noises/202103_Noises_1/images/GOPR1945.JPG,GOPR1945.JPG,UoA Sea Urchin,202103_Noises_1,202103_Noises,-36.692377,174.973373,9.6,25/03/2021 13:34,False,[]
53,https://gbe-uauckland.s3.ap-southeast-2.amazonaws.com/drop_camera/202103_Noises/202103_Noises_1/images/GOPR1948.JPG,GOPR1948.JPG,UoA Sea Urchin,202103_Noises_1,202103_Noises,-36.692113,174.97337,9,25/03/2021 13:37,False,[]
54,https://gbe-uauckland.s3.ap-southeast-2.amazonaws.com/drop_camera/202103_Noises/202103_Noises_1/images/GOPR1949.JPG,GOPR1949.JPG,UoA Sea Urchin,202103_Noises_1,202103_Noises,-36.691981,174.973361,12.9,25/03/2021 13:38,False,[]
55,https://gbe-uauckland.s3.ap-southeast-2.amazonaws.com/drop_camera/202103_Noises/202103_Noises_1/images/GOPR1956.JPG,GOPR1956.JPG,UoA Sea Urchin,202103_Noises_1,202103_Noises,-36.69228,174.973197,6.1,25/03/2021 14:00,False,[]
56,https://gbe-uauckland.s3.ap-southeast-2.amazonaws.com/drop_camera/202103_Noises/202103_Noises_1/images/GOPR1958.JPG,GOPR1958.JPG,UoA Sea Urchin,202103_Noises_1,202103_Noises,-36.692049,174.973246,10.4,25/03/2021 14:02,False,[]
57,https://gbe-uauckland.s3.ap-southeast-2.amazonaws.com/drop_camera/202103_Noises/202103_Noises_1/images/GOPR1959.JPG,GOPR1959.JPG,UoA Sea Urchin,202103_Noises_1,202103_Noises,-36.691989,174.973233,9.9,25/03/2021 14:03,False,[]
58,https://gbe-uauckland.s3.ap-southeast-2.amazonaws.com/drop_camera/202103_Noises/202103_Noises_1/images/GOPR1960.JPG,GOPR1960.JPG,UoA Sea Urchin,202103_Noises_1,202103_Noises,-36.691801,174.973308,11.3,25/03/2021 14:04,False,[]
59,https://gbe-uauckland.s3.ap-southeast-2.amazonaws.com/drop_camera/202103_Noises/202103_Noises_1/images/GOPR1961.JPG,GOPR1961.JPG,UoA Sea Urchin,202103_Noises_1,202103_Noises,-36.691586,174.973351,14.3,25/03/2021 14:05,False,[]
60,https://gbe-uauckland.s3.ap-southeast-2.amazonaws.com/drop_camera/202103_Noises/202103_Noises_2/images/GOPR1963.JPG,GOPR1963.JPG,UoA Sea Urchin,202103_Noises_2,202103_Noises,-36.692531,174.971802,3.3,25/03/2021 14:08,False,[]
61,https://gbe-uauckland.s3.ap-southeast-2.amazonaws.com/drop_camera/202103_Noises/202103_Noises_2/images/GOPR1976.JPG,GOPR1976.JPG,UoA Sea Urchin,202103_Noises_2,202103_Noises,-36.691025,174.971853,16.1,25/03/2021 14:17,False,[]
62,https://gbe-uauckland.s3.ap-southeast-2.amazonaws.com/drop_camera/202103_Noises/202103_Noises_3/images/GOPR1982.JPG,GOPR1982.JPG,UoA Sea Urchin,202103_Noises_3,202103_Noises,-36.693478,174.973712,2.3,25/03/2021 14:32,False,[]
63,https://gbe-uauckland.s3.ap-southeast-2.amazonaws.com/drop_camera/202103_Noises/202103_Noises_3/images/GOPR1990.JPG,GOPR1990.JPG,UoA Sea Urchin,202103_Noises_3,202103_Noises,-36.693345,174.973541,2.6,25/03/2021 14:36,False,[]
64,https://gbe-uauckland.s3.ap-southeast-2.amazonaws.com/drop_camera/202103_Noises/202103_Noises_2/images/GOPR1970.JPG,GOPR1970.JPG,UoA Sea Urchin,202103_Noises_2,202103_Noises,-36.691714,174.97197,7.9,25/03/2021 14:13,False,[]
65,https://gbe-uauckland.s3.ap-southeast-2.amazonaws.com/drop_camera/202103_Noises/202103_Noises_2/images/GOPR1974.JPG,GOPR1974.JPG,UoA Sea Urchin,202103_Noises_2,202103_Noises,-36.691193,174.971922,11.1,25/03/2021 14:16,False,[]
66,https://gbe-uauckland.s3.ap-southeast-2.amazonaws.com/drop_camera/202103_Noises/202103_Noises_2/images/GOPR1975.JPG,GOPR1975.JPG,UoA Sea Urchin,202103_Noises_2,202103_Noises,-36.691195,174.971905,15.2,25/03/2021 14:16,False,[]
67,https://gbe-uauckland.s3.ap-southeast-2.amazonaws.com/drop_camera/202103_Noises/202103_Noises_3/images/GOPR1977.JPG,GOPR1977.JPG,UoA Sea Urchin,202103_Noises_3,202103_Noises,-36.693162,174.973749,5.6,25/03/2021 14:30,False,[]
68,https://gbe-uauckland.s3.ap-southeast-2.amazonaws.com/drop_camera/202103_Noises/202103_Noises_3/images/GOPR1978.JPG,GOPR1978.JPG,UoA Sea Urchin,202103_Noises_3,202103_Noises,-36.693191,174.973754,4.5,25/03/2021 14:31,False,[]
69,https://gbe-uauckland.s3.ap-southeast-2.amazonaws.com/drop_camera/202103_Noises/202103_Noises_3/images/GOPR1979.JPG,GOPR1979.JPG,UoA Sea Urchin,202103_Noises_3,202103_Noises,-36.693252,174.97372,3.5,25/03/2021 14:31,False,[]
70,https://gbe-uauckland.s3.ap-southeast-2.amazonaws.com/drop_camera/202103_Noises/202103_Noises_3/images/GOPR1980.JPG,GOPR1980.JPG,UoA Sea Urchin,202103_Noises_3,202103_Noises,-36.693328,174.973681,4.2,25/03/2021 14:31,False,[]
71,https://gbe-uauckland.s3.ap-southeast-2.amazonaws.com/drop_camera/202103_Noises/202103_Noises_3/images/GOPR1981.JPG,GOPR1981.JPG,UoA Sea Urchin,202103_Noises_3,202103_Noises,-36.693359,174.97367,2.9,25/03/2021 14:32,False,[]
72,https://gbe-uauckland.s3.ap-southeast-2.amazonaws.com/drop_camera/202103_Noises/202103_Noises_3/images/GOPR1984.JPG,GOPR1984.JPG,UoA Sea Urchin,202103_Noises_3,202103_Noises,-36.693606,174.97359,1,25/03/2021 14:34,False,[]
73,https://gbe-uauckland.s3.ap-southeast-2.amazonaws.com/drop_camera/202103_Noises/202103_Noises_3/images/GOPR1986.JPG,GOPR1986.JPG,UoA Sea Urchin,202103_Noises_3,202103_Noises,-36.693595,174.973407,2.7,25/03/2021 14:34,False,[]
74,https://gbe-uauckland.s3.ap-southeast-2.amazonaws.com/drop_camera/202103_Noises/202103_Noises_3/images/GOPR1987.JPG,GOPR1987.JPG,UoA Sea Urchin,202103_Noises_3,202103_Noises,-36.693566,174.973444,1.5,25/03/2021 14:35,False,[]
75,https://gbe-uauckland.s3.ap-southeast-2.amazonaws.com/drop_camera/202103_Noises/202103_Noises_3/images/GOPR1988.JPG,GOPR1988.JPG,UoA Sea Urchin,202103_Noises_3,202103_Noises,-36.693498,174.97351,2.9,25/03/2021 14:35,False,[]
76,https://gbe-uauckland.s3.ap-southeast-2.amazonaws.com/drop_camera/202103_Noises/202103_Noises_3/images/GOPR1991.JPG,GOPR1991.JPG,UoA Sea Urchin,202103_Noises_3,202103_Noises,-36.693277,174.973565,4.4,25/03/2021 14:36,False,[]
77,https://gbe-uauckland.s3.ap-southeast-2.amazonaws.com/drop_camera/202103_Noises/202103_Noises_3/images/GOPR1992.JPG,GOPR1992.JPG,UoA Sea Urchin,202103_Noises_3,202103_Noises,-36.693173,174.973592,3.1,25/03/2021 14:37,False,[]
78,https://gbe-uauckland.s3.ap-southeast-2.amazonaws.com/drop_camera/202103_Noises/202103_Noises_3/images/GOPR1994.JPG,GOPR1994.JPG,UoA Sea Urchin,202103_Noises_3,202103_Noises,-36.693077,174.973493,4.9,25/03/2021 14:38,False,[]
79,https://gbe-uauckland.s3.ap-southeast-2.amazonaws.com/drop_camera/202103_Noises/202103_Noises_3/images/GOPR1999.JPG,GOPR1999.JPG,UoA Sea Urchin,202103_Noises_3,202103_Noises,-36.693491,174.973322,2.9,25/03/2021 14:40,False,[]
80,https://gbe-uauckland.s3.ap-southeast-2.amazonaws.com/drop_camera/202103_Noises/202103_Noises_3/images/GOPR2000.JPG,GOPR2000.JPG,UoA Sea Urchin,202103_Noises_3,202103_Noises,-36.693568,174.973291,1.2,25/03/2021 14:40,False,[]
81,https://gbe-uauckland.s3.ap-southeast-2.amazonaws.com/drop_camera/202103_Noises/202103_Noises_3/images/GOPR2008.JPG,GOPR2008.JPG,UoA Sea Urchin,202103_Noises_3,202103_Noises,-36.693373,174.973214,2.6,25/03/2021 14:43,False,[]
82,https://gbe-uauckland.s3.ap-southeast-2.amazonaws.com/drop_camera/202103_Noises/202103_Noises_3/images/GOPR1995.JPG,GOPR1995.JPG,UoA Sea Urchin,202103_Noises_3,202103_Noises,-36.693142,174.973423,3.7,25/03/2021 14:38,False,[]
83,https://gbe-uauckland.s3.ap-southeast-2.amazonaws.com/drop_camera/202103_Noises/202103_Noises_3/images/GOPR2005.JPG,GOPR2005.JPG,UoA Sea Urchin,202103_Noises_3,202103_Noises,-36.693527,174.973256,1.5,25/03/2021 14:42,False,[]
84,https://gbe-uauckland.s3.ap-southeast-2.amazonaws.com/drop_camera/202103_Noises/202103_Noises_3/images/GOPR1997.JPG,GOPR1997.JPG,UoA Sea Urchin,202103_Noises_3,202103_Noises,-36.693325,174.973371,3,25/03/2021 14:39,False,[]
85,https://gbe-uauckland.s3.ap-southeast-2.amazonaws.com/drop_camera/202103_Noises/202103_Noises_3/images/GOPR2001.JPG,GOPR2001.JPG,UoA Sea Urchin,202103_Noises_3,202103_Noises,-36.693611,174.973283,2.1,25/03/2021 14:40,False,[]
86,https://gbe-uauckland.s3.ap-southeast-2.amazonaws.com/drop_camera/202103_Noises/202103_Noises_3/images/GOPR2006.JPG,GOPR2006.JPG,UoA Sea Urchin,202103_Noises_3,202103_Noises,-36.693475,174.973228,3.1,25/03/2021 14:42,False,[]
87,https://gbe-uauckland.s3.ap-southeast-2.amazonaws.com/drop_camera/202103_Noises/202103_Noises_3/images/GOPR2007.JPG,GOPR2007.JPG,UoA Sea Urchin,202103_Noises_3,202103_Noises,-36.693426,174.973242,2.2,25/03/2021 14:42,False,[]
88,https://gbe-uauckland.s3.ap-southeast-2.amazonaws.com/drop_camera/202103_Noises/202103_Noises_3/images/GOPR2009.JPG,GOPR2009.JPG,UoA Sea Urchin,202103_Noises_3,202103_Noises,-36.693273,174.973224,2.4,25/03/2021 14:43,False,[]
89,https://gbe-uauckland.s3.ap-southeast-2.amazonaws.com/drop_camera/202103_Noises/202103_Noises_3/images/GOPR2018.JPG,GOPR2018.JPG,UoA Sea Urchin,202103_Noises_3,202103_Noises,-36.693224,174.973131,4.6,25/03/2021 14:46,False,[]
90,https://gbe-uauckland.s3.ap-southeast-2.amazonaws.com/drop_camera/202103_Noises/202103_Noises_3/images/GOPR2022.JPG,GOPR2022.JPG,UoA Sea Urchin,202103_Noises_3,202103_Noises,-36.693487,174.972946,1.3,25/03/2021 14:48,False,[]
91,https://gbe-uauckland.s3.ap-southeast-2.amazonaws.com/drop_camera/202103_Noises/202103_Noises_3/images/GOPR2011.JPG,GOPR2011.JPG,UoA Sea Urchin,202103_Noises_3,202103_Noises,-36.69318,174.973349,3.8,25/03/2021 14:44,False,[]
92,https://gbe-uauckland.s3.ap-southeast-2.amazonaws.com/drop_camera/202104_Nordic/202104_Nordic_1/images/GOPR9911.JPG,GOPR9911.JPG,UoA Sea Urchin,202104_Nordic_1,202104_Nordic,-36.291675,174.809761,3.9,13/04/2021 12:30,False,[]
93,https://gbe-uauckland.s3.ap-southeast-2.amazonaws.com/drop_camera/202103_Noises/202103_Noises_3/images/GOPR2014.JPG,GOPR2014.JPG,UoA Sea Urchin,202103_Noises_3,202103_Noises,-36.693052,174.973248,5.4,25/03/2021 14:45,False,[]
94,https://gbe-uauckland.s3.ap-southeast-2.amazonaws.com/drop_camera/202103_Noises/202103_Noises_3/images/GOPR2015.JPG,GOPR2015.JPG,UoA Sea Urchin,202103_Noises_3,202103_Noises,-36.693113,174.973174,5.5,25/03/2021 14:45,False,[]
95,https://gbe-uauckland.s3.ap-southeast-2.amazonaws.com/drop_camera/202103_Noises/202103_Noises_3/images/GOPR2016.JPG,GOPR2016.JPG,UoA Sea Urchin,202103_Noises_3,202103_Noises,-36.693167,174.973135,2.3,25/03/2021 14:46,False,[]
96,https://gbe-uauckland.s3.ap-southeast-2.amazonaws.com/drop_camera/202103_Noises/202103_Noises_3/images/GOPR2036.JPG,GOPR2036.JPG,UoA Sea Urchin,202103_Noises_3,202103_Noises,-36.693014,174.973122,2,25/03/2021 14:54,False,[]
97,https://gbe-uauckland.s3.ap-southeast-2.amazonaws.com/drop_camera/202103_Noises/202103_Noises_3/images/GOPR2040.JPG,GOPR2040.JPG,UoA Sea Urchin,202103_Noises_3,202103_Noises,-36.693093,174.972941,2.8,25/03/2021 14:55,False,[]
98,https://gbe-uauckland.s3.ap-southeast-2.amazonaws.com/drop_camera/202103_Noises/202103_Noises_3/images/GOPR2024.JPG,GOPR2024.JPG,UoA Sea Urchin,202103_Noises_3,202103_Noises,-36.693611,174.972915,0.9,25/03/2021 14:49,False,[]
99,https://gbe-uauckland.s3.ap-southeast-2.amazonaws.com/drop_camera/202103_Noises/202103_Noises_3/images/GOPR2027.JPG,GOPR2027.JPG,UoA Sea Urchin,202103_Noises_3,202103_Noises,-36.693592,174.972764,2.8,25/03/2021 14:50,False,[]
100,https://gbe-uauckland.s3.ap-southeast-2.amazonaws.com/drop_camera/202103_Noises/202103_Noises_3/images/GOPR2029.JPG,GOPR2029.JPG,UoA Sea Urchin,202103_Noises_3,202103_Noises,-36.693397,174.972741,1.6,25/03/2021 14:51,False,[]
