id,url,name,width,height,source,deployment,campaign,latitude,longitude,depth,altitude,time,flagged,count,Evechinus,Centrostephanus,Heliocidaris,boxes
5333717,https://rls.tpac.org.au/pq/2001498/JBMPA16_DJA6m270310BowenislandSW%20(15).JPG/,,0,0,RLS- Heliocidaris PPB,2001498_JBMP-S16_2010-03-27,RLS_Jervis Bay Marine Park_2010,-35.1196625,150.76,6.0,,2010-03-27 00:00:14,False,0,False,False,False,[]
5333852,https://rls.tpac.org.au/pq/2001505/JBMPA18_KHVT4_3mBristolPoint270310.JPG/,,0,0,RLS- Heliocidaris PPB,2001505_JBMP-S18_2010-03-27,RLS_Jervis Bay Marine Park_2010,-35.1299775,150.73,4.3,,2010-03-27 00:00:00,False,0,False,False,False,[]
5341803,https://rls.tpac.org.au/pq/2001377/PS29_AS_4_5m130708BoatharbourNth%20(6).JPG/,,0,0,RLS- Heliocidaris PPB,2001377_PS29_2008-07-13,RLS_Port Stephens_2008,-32.789865,152.11,4.5,,2008-07-13 00:00:05,False,0,False,False,False,[]
5333608,https://rls.tpac.org.au/pq/2001493/JBMPA15_KHVT5_4m270310BowenIslandNW%20(16).JPG/,,0,0,RLS- Heliocidaris PPB,2001493_JBMP-S15_2010-03-27,RLS_Jervis Bay Marine Park_2010,-35.10964,150.77,5.4,,2010-03-27 00:00:15,False,0,False,False,False,[]
5333687,https://rls.tpac.org.au/pq/2001497/JBMPA16_KHVT3_4mBowenIsland270310%20(5).JPG/,,0,0,RLS- Heliocidaris PPB,2001497_JBMP-S16_2010-03-27,RLS_Jervis Bay Marine Park_2010,-35.119865000000004,150.76,3.4,,2010-03-27 00:00:05,False,0,False,False,False,[]
5333692,https://rls.tpac.org.au/pq/2001497/JBMPA16_KHVT3_4mBowenIsland270310%20(10).JPG/,,0,0,RLS- Heliocidaris PPB,2001497_JBMP-S16_2010-03-27,RLS_Jervis Bay Marine Park_2010,-35.119752500000004,150.76,3.4,,2010-03-27 00:00:10,False,0,False,False,False,[]
5333698,https://rls.tpac.org.au/pq/2001497/JBMPA16_KHVT3_4mBowenIsland270310%20(16).JPG/,,0,0,RLS- Heliocidaris PPB,2001497_JBMP-S16_2010-03-27,RLS_Jervis Bay Marine Park_2010,-35.1196175,150.76,3.4,,2010-03-27 00:00:16,False,0,False,False,False,[]
5333707,https://rls.tpac.org.au/pq/2001498/JBMPA16_DJA6m270310BowenislandSW%20(5).JPG/,,0,0,RLS- Heliocidaris PPB,2001498_JBMP-S16_2010-03-27,RLS_Jervis Bay Marine Park_2010,-35.1198875,150.76,6.0,,2010-03-27 00:00:04,False,0,False,False,False,[]
5333853,https://rls.tpac.org.au/pq/2001505/JBMPA18_KHVT4_3mBristolPoint270310%20(1).JPG/,,0,0,RLS- Heliocidaris PPB,2001505_JBMP-S18_2010-03-27,RLS_Jervis Bay Marine Park_2010,-35.129954999999995,150.73,4.3,,2010-03-27 00:00:01,False,0,False,False,False,[]
5333860,https://rls.tpac.org.au/pq/2001505/JBMPA18_KHVT4_3mBristolPoint270310%20(8).JPG/,,0,0,RLS- Heliocidaris PPB,2001505_JBMP-S18_2010-03-27,RLS_Jervis Bay Marine Park_2010,-35.129797499999995,150.73,4.3,,2010-03-27 00:00:08,False,0,False,False,False,[]
5348165,https://rls.tpac.org.au/pq/2002694/JBMP-S15WCB5_1mBowenIsNW160411%20(6).JPG/,,0,0,RLS- Heliocidaris PPB,2002694_JBMP-S15_2011-04-16,RLS_Jervis Bay Marine Park_2011,-35.11009,150.77013216440452,5.1,,2011-04-16 00:00:05,False,0,False,False,False,[]
5348166,https://rls.tpac.org.au/pq/2002694/JBMP-S15WCB5_1mBowenIsNW160411%20(7).JPG/,,0,0,RLS- Heliocidaris PPB,2002694_JBMP-S15_2011-04-16,RLS_Jervis Bay Marine Park_2011,-35.1101125,150.77015859838554,5.1,,2011-04-16 00:00:06,False,0,False,False,False,[]
5348180,https://rls.tpac.org.au/pq/2002695/JBMP-S15_ATC5_2m160411BowenIsNW%20(1).JPG/,,0,0,RLS- Heliocidaris PPB,2002695_JBMP-S15_2011-04-16,RLS_Jervis Bay Marine Park_2011,-35.1099775,150.77,5.2,,2011-04-16 00:00:00,False,0,False,False,False,[]
5333689,https://rls.tpac.org.au/pq/2001497/JBMPA16_KHVT3_4mBowenIsland270310%20(7).JPG/,,0,0,RLS- Heliocidaris PPB,2001497_JBMP-S16_2010-03-27,RLS_Jervis Bay Marine Park_2010,-35.119820000000004,150.76,3.4,,2010-03-27 00:00:07,False,0,False,False,False,[]
5333690,https://rls.tpac.org.au/pq/2001497/JBMPA16_KHVT3_4mBowenIsland270310%20(8).JPG/,,0,0,RLS- Heliocidaris PPB,2001497_JBMP-S16_2010-03-27,RLS_Jervis Bay Marine Park_2010,-35.1197975,150.76,3.4,,2010-03-27 00:00:08,False,0,False,False,False,[]
5333708,https://rls.tpac.org.au/pq/2001498/JBMPA16_DJA6m270310BowenislandSW%20(6).JPG/,,0,0,RLS- Heliocidaris PPB,2001498_JBMP-S16_2010-03-27,RLS_Jervis Bay Marine Park_2010,-35.119865000000004,150.76,6.0,,2010-03-27 00:00:05,False,0,False,False,False,[]
5333866,https://rls.tpac.org.au/pq/2001505/JBMPA18_KHVT4_3mBristolPoint270310%20(14).JPG/,,0,0,RLS- Heliocidaris PPB,2001505_JBMP-S18_2010-03-27,RLS_Jervis Bay Marine Park_2010,-35.1296625,150.73,4.3,,2010-03-27 00:00:14,False,0,False,False,False,[]
5333611,https://rls.tpac.org.au/pq/2001493/JBMPA15_KHVT5_4m270310BowenIslandNW%20(19).JPG/,,0,0,RLS- Heliocidaris PPB,2001493_JBMP-S15_2010-03-27,RLS_Jervis Bay Marine Park_2010,-35.1095725,150.77,5.4,,2010-03-27 00:00:18,False,0,False,False,False,[]
5333686,https://rls.tpac.org.au/pq/2001497/JBMPA16_KHVT3_4mBowenIsland270310%20(4).JPG/,,0,0,RLS- Heliocidaris PPB,2001497_JBMP-S16_2010-03-27,RLS_Jervis Bay Marine Park_2010,-35.1198875,150.76,3.4,,2010-03-27 00:00:04,False,0,False,False,False,[]
5333693,https://rls.tpac.org.au/pq/2001497/JBMPA16_KHVT3_4mBowenIsland270310%20(11).JPG/,,0,0,RLS- Heliocidaris PPB,2001497_JBMP-S16_2010-03-27,RLS_Jervis Bay Marine Park_2010,-35.11973,150.76,3.4,,2010-03-27 00:00:11,False,0,False,False,False,[]
5333709,https://rls.tpac.org.au/pq/2001498/JBMPA16_DJA6m270310BowenislandSW%20(7).JPG/,,0,0,RLS- Heliocidaris PPB,2001498_JBMP-S16_2010-03-27,RLS_Jervis Bay Marine Park_2010,-35.1198425,150.76,6.0,,2010-03-27 00:00:06,False,0,False,False,False,[]
5333710,https://rls.tpac.org.au/pq/2001498/JBMPA16_DJA6m270310BowenislandSW%20(8).JPG/,,0,0,RLS- Heliocidaris PPB,2001498_JBMP-S16_2010-03-27,RLS_Jervis Bay Marine Park_2010,-35.119820000000004,150.76,6.0,,2010-03-27 00:00:07,False,0,False,False,False,[]
5333719,https://rls.tpac.org.au/pq/2001498/JBMPA16_DJA6m270310BowenislandSW%20(17).JPG/,,0,0,RLS- Heliocidaris PPB,2001498_JBMP-S16_2010-03-27,RLS_Jervis Bay Marine Park_2010,-35.1196175,150.76,6.0,,2010-03-27 00:00:16,False,0,False,False,False,[]
5333857,https://rls.tpac.org.au/pq/2001505/JBMPA18_KHVT4_3mBristolPoint270310%20(5).JPG/,,0,0,RLS- Heliocidaris PPB,2001505_JBMP-S18_2010-03-27,RLS_Jervis Bay Marine Park_2010,-35.129865,150.73,4.3,,2010-03-27 00:00:05,False,0,False,False,False,[]
5333867,https://rls.tpac.org.au/pq/2001505/JBMPA18_KHVT4_3mBristolPoint270310%20(15).JPG/,,0,0,RLS- Heliocidaris PPB,2001505_JBMP-S18_2010-03-27,RLS_Jervis Bay Marine Park_2010,-35.12964,150.73,4.3,,2010-03-27 00:00:15,False,0,False,False,False,[]
5333682,https://rls.tpac.org.au/pq/2001497/JBMPA16_KHVT3_4mBowenIsland270310.JPG/,,0,0,RLS- Heliocidaris PPB,2001497_JBMP-S16_2010-03-27,RLS_Jervis Bay Marine Park_2010,-35.119977500000005,150.76,3.4,,2010-03-27 00:00:00,False,0,False,False,False,[]
5333691,https://rls.tpac.org.au/pq/2001497/JBMPA16_KHVT3_4mBowenIsland270310%20(9).JPG/,,0,0,RLS- Heliocidaris PPB,2001497_JBMP-S16_2010-03-27,RLS_Jervis Bay Marine Park_2010,-35.119775,150.76,3.4,,2010-03-27 00:00:09,False,0,False,False,False,[]
5333861,https://rls.tpac.org.au/pq/2001505/JBMPA18_KHVT4_3mBristolPoint270310%20(9).JPG/,,0,0,RLS- Heliocidaris PPB,2001505_JBMP-S18_2010-03-27,RLS_Jervis Bay Marine Park_2010,-35.129775,150.73,4.3,,2010-03-27 00:00:09,False,0,False,False,False,[]
5333864,https://rls.tpac.org.au/pq/2001505/JBMPA18_KHVT4_3mBristolPoint270310%20(12).JPG/,,0,0,RLS- Heliocidaris PPB,2001505_JBMP-S18_2010-03-27,RLS_Jervis Bay Marine Park_2010,-35.1297075,150.73,4.3,,2010-03-27 00:00:12,False,0,False,False,False,[]
5333865,https://rls.tpac.org.au/pq/2001505/JBMPA18_KHVT4_3mBristolPoint270310%20(13).JPG/,,0,0,RLS- Heliocidaris PPB,2001505_JBMP-S18_2010-03-27,RLS_Jervis Bay Marine Park_2010,-35.129684999999995,150.73,4.3,,2010-03-27 00:00:13,False,0,False,False,False,[]
5333868,https://rls.tpac.org.au/pq/2001505/JBMPA18_KHVT4_3mBristolPoint270310%20(16).JPG/,,0,0,RLS- Heliocidaris PPB,2001505_JBMP-S18_2010-03-27,RLS_Jervis Bay Marine Park_2010,-35.1296175,150.73,4.3,,2010-03-27 00:00:16,False,0,False,False,False,[]
5333870,https://rls.tpac.org.au/pq/2001505/JBMPA18_KHVT4_3mBristolPoint270310%20(18).JPG/,,0,0,RLS- Heliocidaris PPB,2001505_JBMP-S18_2010-03-27,RLS_Jervis Bay Marine Park_2010,-35.129572499999995,150.73,4.3,,2010-03-27 00:00:18,False,0,False,False,False,[]
5333871,https://rls.tpac.org.au/pq/2001505/JBMPA18_KHVT4_3mBristolPoint270310%20(19).JPG/,,0,0,RLS- Heliocidaris PPB,2001505_JBMP-S18_2010-03-27,RLS_Jervis Bay Marine Park_2010,-35.12955,150.73,4.3,,2010-03-27 00:00:19,False,0,False,False,False,[]
5333872,https://rls.tpac.org.au/pq/2001505/JBMPA18_KHVT4_3mBristolPoint270310%20(20).JPG/,,0,0,RLS- Heliocidaris PPB,2001505_JBMP-S18_2010-03-27,RLS_Jervis Bay Marine Park_2010,-35.1295275,150.73,4.3,,2010-03-27 00:00:20,False,0,False,False,False,[]
5341798,https://rls.tpac.org.au/pq/2001377/PS29_AS_4_5m130708BoatharbourNth%20(1).JPG/,,0,0,RLS- Heliocidaris PPB,2001377_PS29_2008-07-13,RLS_Port Stephens_2008,-32.7899775,152.11,4.5,,2008-07-13 00:00:00,False,0,False,False,False,[]
5333869,https://rls.tpac.org.au/pq/2001505/JBMPA18_KHVT4_3mBristolPoint270310%20(17).JPG/,,0,0,RLS- Heliocidaris PPB,2001505_JBMP-S18_2010-03-27,RLS_Jervis Bay Marine Park_2010,-35.129595,150.73,4.3,,2010-03-27 00:00:17,False,0,False,False,False,[]
5341799,https://rls.tpac.org.au/pq/2001377/PS29_AS_4_5m130708BoatharbourNth%20(2).JPG/,,0,0,RLS- Heliocidaris PPB,2001377_PS29_2008-07-13,RLS_Port Stephens_2008,-32.789955,152.11,4.5,,2008-07-13 00:00:01,False,0,False,False,False,[]
5348163,https://rls.tpac.org.au/pq/2002694/JBMP-S15WCB5_1mBowenIsNW160411%20(4).JPG/,,0,0,RLS- Heliocidaris PPB,2002694_JBMP-S15_2011-04-16,RLS_Jervis Bay Marine Park_2011,-35.110045,150.77007929754262,5.1,,2011-04-16 00:00:03,False,0,False,False,False,[]
5348175,https://rls.tpac.org.au/pq/2002694/JBMP-S15WCB5_1mBowenIsNW160411%20(16).JPG/,,0,0,RLS- Heliocidaris PPB,2002694_JBMP-S15_2011-04-16,RLS_Jervis Bay Marine Park_2011,-35.110315,150.77039652072256,5.1,,2011-04-16 00:00:15,False,0,False,False,False,[]
5348177,https://rls.tpac.org.au/pq/2002694/JBMP-S15WCB5_1mBowenIsNW160411%20(18).JPG/,,0,0,RLS- Heliocidaris PPB,2002694_JBMP-S15_2011-04-16,RLS_Jervis Bay Marine Park_2011,-35.11036,150.77044939638927,5.1,,2011-04-16 00:00:17,False,0,False,False,False,[]
5348191,https://rls.tpac.org.au/pq/2002695/JBMP-S15_ATC5_2m160411BowenIsNW%20(12).JPG/,,0,0,RLS- Heliocidaris PPB,2002695_JBMP-S15_2011-04-16,RLS_Jervis Bay Marine Park_2011,-35.10973,150.76970926653783,5.2,,2011-04-16 00:00:11,False,0,False,False,False,[]
5348193,https://rls.tpac.org.au/pq/2002695/JBMP-S15_ATC5_2m160411BowenIsNW%20(14).JPG/,,0,0,RLS- Heliocidaris PPB,2002695_JBMP-S15_2011-04-16,RLS_Jervis Bay Marine Park_2011,-35.109685,150.7696564106724,5.2,,2011-04-16 00:00:13,False,0,False,False,False,[]
5341821,https://rls.tpac.org.au/pq/2001377/PS29_AS_4_5m130708BoatharbourNth%20(24).JPG/,,0,0,RLS- Heliocidaris PPB,2001377_PS29_2008-07-13,RLS_Port Stephens_2008,-32.78946,152.11,4.5,,2008-07-13 00:00:23,False,0,False,False,False,[]
5348164,https://rls.tpac.org.au/pq/2002694/JBMP-S15WCB5_1mBowenIsNW160411%20(5).JPG/,,0,0,RLS- Heliocidaris PPB,2002694_JBMP-S15_2011-04-16,RLS_Jervis Bay Marine Park_2011,-35.1100675,150.7701057307902,5.1,,2011-04-16 00:00:04,False,0,False,False,False,[]
5348178,https://rls.tpac.org.au/pq/2002694/JBMP-S15WCB5_1mBowenIsNW160411%20(19).JPG/,,0,0,RLS- Heliocidaris PPB,2002694_JBMP-S15_2011-04-16,RLS_Jervis Bay Marine Park_2011,-35.1103825,150.7704758347731,5.1,,2011-04-16 00:00:18,False,0,False,False,False,[]
5348187,https://rls.tpac.org.au/pq/2002695/JBMP-S15_ATC5_2m160411BowenIsNW%20(8).JPG/,,0,0,RLS- Heliocidaris PPB,2002695_JBMP-S15_2011-04-16,RLS_Jervis Bay Marine Park_2011,-35.10982,150.76981498266562,5.2,,2011-04-16 00:00:07,False,0,False,False,False,[]
5348160,https://rls.tpac.org.au/pq/2002694/JBMP-S15WCB5_1mBowenIsNW160411%20(1).JPG/,,0,0,RLS- Heliocidaris PPB,2002694_JBMP-S15_2011-04-16,RLS_Jervis Bay Marine Park_2011,-35.1099775,150.77,5.1,,2011-04-16 00:00:00,False,0,False,False,False,[]
5348168,https://rls.tpac.org.au/pq/2002694/JBMP-S15WCB5_1mBowenIsNW160411%20(9).JPG/,,0,0,RLS- Heliocidaris PPB,2002694_JBMP-S15_2011-04-16,RLS_Jervis Bay Marine Park_2011,-35.1101575,150.77021146744798,5.1,,2011-04-16 00:00:08,False,0,False,False,False,[]
5348169,https://rls.tpac.org.au/pq/2002694/JBMP-S15WCB5_1mBowenIsNW160411%20(10).JPG/,,0,0,RLS- Heliocidaris PPB,2002694_JBMP-S15_2011-04-16,RLS_Jervis Bay Marine Park_2011,-35.11018,150.7702379025294,5.1,,2011-04-16 00:00:09,False,0,False,False,False,[]
5348188,https://rls.tpac.org.au/pq/2002695/JBMP-S15_ATC5_2m160411BowenIsNW%20(9).JPG/,,0,0,RLS- Heliocidaris PPB,2002695_JBMP-S15_2011-04-16,RLS_Jervis Bay Marine Park_2011,-35.1097975,150.769788553084,5.2,,2011-04-16 00:00:08,False,0,False,False,False,[]
5348190,https://rls.tpac.org.au/pq/2002695/JBMP-S15_ATC5_2m160411BowenIsNW%20(11).JPG/,,0,0,RLS- Heliocidaris PPB,2002695_JBMP-S15_2011-04-16,RLS_Jervis Bay Marine Park_2011,-35.1097525,150.76973569502013,5.2,,2011-04-16 00:00:10,False,0,False,False,False,[]
5348194,https://rls.tpac.org.au/pq/2002695/JBMP-S15_ATC5_2m160411BowenIsNW%20(15).JPG/,,0,0,RLS- Heliocidaris PPB,2002695_JBMP-S15_2011-04-16,RLS_Jervis Bay Marine Park_2011,-35.1096625,150.76962998328924,5.2,,2011-04-16 00:00:14,False,0,False,False,False,[]
5348161,https://rls.tpac.org.au/pq/2002694/JBMP-S15WCB5_1mBowenIsNW160411%20(2).JPG/,,0,0,RLS- Heliocidaris PPB,2002694_JBMP-S15_2011-04-16,RLS_Jervis Bay Marine Park_2011,-35.11,150.77002643214757,5.1,,2011-04-16 00:00:01,False,0,False,False,False,[]
5348182,https://rls.tpac.org.au/pq/2002695/JBMP-S15_ATC5_2m160411BowenIsNW%20(3).JPG/,,0,0,RLS- Heliocidaris PPB,2002695_JBMP-S15_2011-04-16,RLS_Jervis Bay Marine Park_2011,-35.1099325,150.76994713607158,5.2,,2011-04-16 00:00:02,False,0,False,False,False,[]
5348167,https://rls.tpac.org.au/pq/2002694/JBMP-S15WCB5_1mBowenIsNW160411%20(8).JPG/,,0,0,RLS- Heliocidaris PPB,2002694_JBMP-S15_2011-04-16,RLS_Jervis Bay Marine Park_2011,-35.110135,150.7701850327334,5.1,,2011-04-16 00:00:07,False,0,False,False,False,[]
5348172,https://rls.tpac.org.au/pq/2002694/JBMP-S15WCB5_1mBowenIsNW160411%20(13).JPG/,,0,0,RLS- Heliocidaris PPB,2002694_JBMP-S15_2011-04-16,RLS_Jervis Bay Marine Park_2011,-35.1102475,150.77031720997488,5.1,,2011-04-16 00:00:12,False,0,False,False,False,[]
5348179,https://rls.tpac.org.au/pq/2002694/JBMP-S15WCB5_1mBowenIsNW160411%20(20).JPG/,,0,0,RLS- Heliocidaris PPB,2002694_JBMP-S15_2011-04-16,RLS_Jervis Bay Marine Park_2011,-35.110405,150.77050227352404,5.1,,2011-04-16 00:00:19,False,0,False,False,False,[]
5348184,https://rls.tpac.org.au/pq/2002695/JBMP-S15_ATC5_2m160411BowenIsNW%20(5).JPG/,,0,0,RLS- Heliocidaris PPB,2002695_JBMP-S15_2011-04-16,RLS_Jervis Bay Marine Park_2011,-35.1098875,150.7698942736095,5.2,,2011-04-16 00:00:04,False,0,False,False,False,[]
5406192,https://rls.tpac.org.au/pq/912343476/JBMP-S15GER080413_5.3mBowensIslandNW%20(11).JPG/,,0,0,RLS- Heliocidaris PPB,912343476_JBMP-S15_2013-04-08,RLS_Jervis Bay Marine Park_2013,-35.1102025,150.77,5.3,,2013-04-08 00:00:10,False,0,False,False,False,[]
5406215,https://rls.tpac.org.au/pq/912343477/JBMP-S15GER080413_5.2mBowensIslandNW%20(12).JPG/,,0,0,RLS- Heliocidaris PPB,912343477_JBMP-S15_2013-04-08,RLS_Jervis Bay Marine Park_2013,-35.110225,150.77,5.2,,2013-04-08 00:00:11,False,0,False,False,False,[]
5406183,https://rls.tpac.org.au/pq/912343476/JBMP-S15GER080413_5.3mBowensIslandNW%20(2).JPG/,,0,0,RLS- Heliocidaris PPB,912343476_JBMP-S15_2013-04-08,RLS_Jervis Bay Marine Park_2013,-35.11,150.77,5.3,,2013-04-08 00:00:01,False,0,False,False,False,[]
5406189,https://rls.tpac.org.au/pq/912343476/JBMP-S15GER080413_5.3mBowensIslandNW%20(8).JPG/,,0,0,RLS- Heliocidaris PPB,912343476_JBMP-S15_2013-04-08,RLS_Jervis Bay Marine Park_2013,-35.110135,150.77,5.3,,2013-04-08 00:00:07,False,0,False,False,False,[]
5406193,https://rls.tpac.org.au/pq/912343476/JBMP-S15GER080413_5.3mBowensIslandNW%20(12).JPG/,,0,0,RLS- Heliocidaris PPB,912343476_JBMP-S15_2013-04-08,RLS_Jervis Bay Marine Park_2013,-35.110225,150.77,5.3,,2013-04-08 00:00:11,False,0,False,False,False,[]
5406196,https://rls.tpac.org.au/pq/912343476/JBMP-S15GER080413_5.3mBowensIslandNW%20(15).JPG/,,0,0,RLS- Heliocidaris PPB,912343476_JBMP-S15_2013-04-08,RLS_Jervis Bay Marine Park_2013,-35.1102925,150.77,5.3,,2013-04-08 00:00:14,False,0,False,False,False,[]
5406197,https://rls.tpac.org.au/pq/912343476/JBMP-S15GER080413_5.3mBowensIslandNW%20(16).JPG/,,0,0,RLS- Heliocidaris PPB,912343476_JBMP-S15_2013-04-08,RLS_Jervis Bay Marine Park_2013,-35.110315,150.77,5.3,,2013-04-08 00:00:15,False,0,False,False,False,[]
5406207,https://rls.tpac.org.au/pq/912343477/JBMP-S15GER080413_5.2mBowensIslandNW%20(4).JPG/,,0,0,RLS- Heliocidaris PPB,912343477_JBMP-S15_2013-04-08,RLS_Jervis Bay Marine Park_2013,-35.110045,150.77,5.2,,2013-04-08 00:00:03,False,0,False,False,False,[]
5406218,https://rls.tpac.org.au/pq/912343477/JBMP-S15GER080413_5.2mBowensIslandNW%20(15).JPG/,,0,0,RLS- Heliocidaris PPB,912343477_JBMP-S15_2013-04-08,RLS_Jervis Bay Marine Park_2013,-35.1102925,150.77,5.2,,2013-04-08 00:00:14,False,0,False,False,False,[]
5406223,https://rls.tpac.org.au/pq/912343477/JBMP-S15GER080413_5.2mBowensIslandNW%20(20).JPG/,,0,0,RLS- Heliocidaris PPB,912343477_JBMP-S15_2013-04-08,RLS_Jervis Bay Marine Park_2013,-35.110405,150.77,5.2,,2013-04-08 00:00:19,False,0,False,False,False,[]
5406194,https://rls.tpac.org.au/pq/912343476/JBMP-S15GER080413_5.3mBowensIslandNW%20(13).JPG/,,0,0,RLS- Heliocidaris PPB,912343476_JBMP-S15_2013-04-08,RLS_Jervis Bay Marine Park_2013,-35.1102475,150.77,5.3,,2013-04-08 00:00:12,False,0,False,False,False,[]
5406201,https://rls.tpac.org.au/pq/912343476/JBMP-S15GER080413_5.3mBowensIslandNW%20(20).JPG/,,0,0,RLS- Heliocidaris PPB,912343476_JBMP-S15_2013-04-08,RLS_Jervis Bay Marine Park_2013,-35.110405,150.77,5.3,,2013-04-08 00:00:19,False,0,False,False,False,[]
